   1    16.0000   0.119850
   2    16.1000   0.167423
   3    16.2000   0.164689
   4    16.3000   0.237885
   5    16.4000   0.320212
   6    16.5000   0.360310
   7    16.6000   0.386649
   8    16.7000   0.384296
   9    16.8000   0.371068
   10    16.9000   0.396240
   11    17.0000   0.511217
   12    17.1000   0.591125
   13    17.2000   0.581256
   14    17.3000   0.606073
   15    17.4000   0.655872
   16    17.5000   0.621338
   17    17.6000   0.556866
   18    17.7000   0.661814
   19    17.8000   0.791098
   20    17.9000   0.833657
   21    18.0000   0.781256
   22    18.1000   0.734443
   23    18.2000   0.626261
   24    18.3000   0.532463
   25    18.4000   0.646893
   26    18.5000   0.759751
   27    18.6000   0.751428
   28    18.7000   0.773941
   29    18.8000   0.849422
   30    18.9000   0.767060
   31    19.0000   0.606301
   32    19.1000   0.630509
   33    19.2000   0.537335
   34    19.3000   0.359474
   35    19.4000   0.487767
   36    19.5000   0.662416
   37    19.6000   0.622361
   38    19.7000   0.488091
   39    19.8000   0.435076
   40    19.9000   0.452951
   41    20.0000   0.643401
   42    20.1000   0.826452
   43    20.2000   0.772828
   44    20.3000   0.618737
   45    20.4000   0.664640
   46    20.5000   0.684677
   47    20.6000   0.489997
   48    20.7000   0.461510
   49    20.8000   0.655535
   50    20.9000   0.744685
   51    21.0000   0.619105
   52    21.1000   0.364551
   53    21.2000   0.262916
   54    21.3000   0.380718
   55    21.4000   0.524250
   56    21.5000   0.671068
   57    21.6000   0.626921
   58    21.7000   0.420394
   59    21.8000   0.211155
   60    21.9000   0.190920
   61    22.0000   0.311233
   62    22.1000   0.397050
   63    22.2000   0.562230
   64    22.3000   0.570425
   65    22.4000   0.436120
   66    22.5000   0.317280
   67    22.6000   0.218990
   68    22.7000   0.391426
   69    22.8000   0.554262
   70    22.9000   0.477538
   71    23.0000   0.477900
   72    23.1000   0.500833
   73    23.2000   0.432750
   74    23.3000   0.497664
   75    23.4000   0.429010
   76    23.5000   0.232173
   77    23.6000   0.136689
   78    23.7000    7.46338E-02
   79    23.8000    2.85172E-02
   80    23.9000    3.48799E-02
   81    24.0000   0.156306
   82    24.1000   0.377928
   83    24.2000   0.595806
   84    24.3000   0.711733
   85    24.4000   0.744271
   86    24.5000   0.732591
   87    24.6000   0.660136
   88    24.7000   0.592323
   89    24.8000   0.511754
   90    24.9000   0.288271
   91    25.0000    7.62390E-02
   92    25.1000    7.72456E-03
   93    25.2000    2.93534E-03
   94    25.3000    2.30606E-02
   95    25.4000   0.129162
   96    25.5000   0.334203
   97    25.6000   0.469891
   98    25.7000   0.467424
   99    25.8000   0.329735
   100    25.9000   0.126294
